variant,cases,pct
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_DECLINED->W_Completeren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_APPROVED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Beoordelen fraude->W_Beoordelen fraude->W_Beoordelen fraude->A_DECLINED->W_Beoordelen fraude,6,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_APPROVED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Afhandelen leads->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Afhandelen leads->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Afhandelen leads->W_Afhandelen leads->A_PREACCEPTED->W_Afhandelen leads->A_DECLINED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Afhandelen leads->W_Afhandelen leads->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->W_Afhandelen leads->W_Afhandelen leads->W_Afhandelen leads->W_Afhandelen leads->W_Afhandelen leads->A_DECLINED->W_Afhandelen leads,5,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_ACTIVATED->A_APPROVED->A_REGISTERED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->A_APPROVED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_ACTIVATED->A_APPROVED->A_REGISTERED->O_ACCEPTED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_ACTIVATED->A_APPROVED->A_REGISTERED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->A_ACCEPTED->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED->W_Completeren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_DECLINED->W_Completeren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->W_Completeren aanvraag->A_CANCELLED,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,4,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Completeren aanvraag->A_ACCEPTED->O_SELECTED->A_FINALIZED->O_CREATED->O_SENT->W_Completeren aanvraag->W_Nabellen offertes,4,0.0
